0 0 0,0 1,0 2,0 3,0 4,0 5,0 6,0 7,0
8606 0 18,-39 18,-38 18,-37 18,-36 18,-35 17,-35 17,-36 16,-36
8607 0 18,-38 18,-37 18,-36 18,-35 17,-35 17,-36 16,-36 15,-36
8608 0 19,-38 18,-38 18,-37 18,-36 18,-35 17,-35 17,-36 16,-36
8609 0 18,-38 18,-37 18,-36 18,-35 17,-35 17,-36 16,-36 16,-37
8610 0 18,-37 18,-36 18,-35 17,-35 17,-36 16,-36 16,-37 16,-38
8611 0 17,-37 18,-37 18,-36 18,-35 17,-35 17,-36 16,-36 16,-37
8612 0 17,-37 18,-37 18,-36 18,-35 17,-35 17,-36 16,-36 16,-37
8613 0 18,-37 18,-36 18,-35 17,-35 17,-36 16,-36 16,-37 16,-38
8614 0 18,-37 18,-36 18,-35 17,-35 17,-36 16,-36 16,-37 16,-38
8615 0 18,-36 18,-35 17,-35 17,-36 16,-36 16,-37 16,-38 16,-39
8616 0 18,-35 17,-35 17,-36 16,-36 16,-37 16,-38 16,-39 17,-39
8617 0 18,-35 17,-35 17,-36 16,-36 16,-37 16,-38 16,-39 17,-39
8618 0 18,-35 17,-35 17,-36 16,-36 16,-37 16,-38 16,-39 17,-39
8619 0 17,-35 17,-36 16,-36 16,-37 16,-38 16,-39 17,-39 18,-39
8620 0 17,-35 17,-36 16,-36 16,-37 16,-38 16,-39 17,-39 18,-39
8621 0 17,-35 17,-36 16,-36 16,-37 16,-38 16,-39 17,-39 18,-39
8622 0 17,-36 16,-36 16,-37 16,-38 16,-39 17,-39 18,-39 18,-38
8623 0 17,-36 16,-36 16,-37 16,-38 16,-39 17,-39 18,-39 18,-38
8624 0 16,-36 16,-37 16,-38 16,-39 17,-39 18,-39 18,-38 18,-37
8625 0 16,-37 16,-38 16,-39 17,-39 18,-39 18,-38 18,-37 18,-36
8626 0 16,-36 16,-37 16,-38 16,-39 17,-39 18,-39 18,-38 18,-37
8627 0 16,-37 16,-38 16,-39 17,-39 18,-39 18,-38 18,-37 19,-37
8628 0 16,-38 16,-39 17,-39 18,-39 18,-38 18,-37 19,-37 19,-38
8629 0 16,-39 17,-39 18,-39 18,-38 18,-37 19,-37 19,-38 20,-38
8630 0 17,-39 18,-39 18,-38 18,-37 19,-37 19,-38 20,-38 20,-37
8631 0 18,-39 18,-38 18,-37 19,-37 19,-38 20,-38 20,-37 20,-36
8632 0 18,-38 18,-37 19,-37 19,-38 20,-38 20,-37 20,-36 21,-36
8633 0 18,-38 18,-37 19,-37 19,-38 20,-38 20,-37 20,-36 21,-36
8634 0 18,-38 18,-37 19,-37 19,-38 20,-38 20,-37 20,-36 21,-36
8635 0 18,-38 18,-37 19,-37 19,-38 20,-38 20,-37 20,-36 21,-36
8636 0 18,-38 18,-37 19,-37 19,-38 20,-38 20,-37 20,-36 21,-36
8637 0 18,-37 19,-37 19,-38 20,-38 20,-37 20,-36 21,-36 21,-35
8638 0 18,-37 19,-37 19,-38 20,-38 20,-37 20,-36 21,-36 21,-35
8639 0 18,-36 18,-37 19,-37 19,-38 20,-38 20,-37 20,-36 21,-36
8640 0 18,-35 18,-36 18,-37 19,-37 19,-38 20,-38 20,-37 20,-36
8641 0 18,-36 18,-37 19,-37 19,-38 20,-38 20,-37 20,-36 20,-35
8642 0 19,-36 18,-36 18,-37 19,-37 19,-38 20,-38 20,-37 20,-36
8643 0 19,-35 19,-36 18,-36 18,-37 19,-37 19,-38 20,-38 20,-37
8644 0 19,-34 19,-35 19,-36 18,-36 18,-37 19,-37 19,-38 20,-38
8645 0 20,-34 19,-34 19,-35 19,-36 18,-36 18,-37 19,-37 19,-38
8646 0 20,-35 20,-34 19,-34 19,-35 19,-36 18,-36 18,-37 19,-37
8647 0 20,-35 20,-34 19,-34 19,-35 19,-36 18,-36 18,-37 19,-37
8648 0 20,-36 20,-35 20,-34 19,-34 19,-35 19,-36 18,-36 18,-37
8649 0 20,-35 20,-34 19,-34 19,-35 19,-36 18,-36 18,-37 19,-37
8650 0 20,-35 20,-34 19,-34 19,-35 19,-36 18,-36 18,-37 19,-37
8651 0 20,-34 19,-34 19,-35 19,-36 18,-36 18,-37 19,-37 19,-38
8652 0 19,-34 19,-35 19,-36 18,-36 18,-37 19,-37 19,-38 20,-38
8653 0 20,-34 19,-34 19,-35 19,-36 18,-36 18,-37 19,-37 19,-38
8654 0 21,-34 20,-34 19,-34 19,-35 19,-36 18,-36 18,-37 19,-37
8655 0 21,-33 21,-34 20,-34 19,-34 19,-35 19,-36 18,-36 18,-37
8656 0 20,-33 21,-33 21,-34 20,-34 19,-34 19,-35 19,-36 18,-36
8657 0 19,-33 20,-33 21,-33 21,-34 20,-34 19,-34 19,-35 19,-36
8658 0 20,-33 21,-33 21,-34 20,-34 19,-34 19,-35 19,-36 18,-36
8659 0 20,-32 20,-33 21,-33 21,-34 20,-34 19,-34 19,-35 19,-36
8660 0 20,-33 21,-33 21,-34 20,-34 19,-34 19,-35 19,-36 19,-37
8661 0 21,-33 21,-34 20,-34 19,-34 19,-35 19,-36 19,-37 20,-37
8662 0 20,-33 21,-33 21,-34 20,-34 19,-34 19,-35 19,-36 19,-37
8663 0 20,-33 21,-33 21,-34 20,-34 19,-34 19,-35 19,-36 19,-37
8664 0 20,-33 21,-33 21,-34 20,-34 19,-34 19,-35 19,-36 19,-37
8665 0 21,-33 21,-34 20,-34 19,-34 19,-35 19,-36 19,-37 18,-37
8666 0 21,-34 20,-34 19,-34 19,-35 19,-36 19,-37 18,-37 18,-36
8667 0 21,-34 20,-34 19,-34 19,-35 19,-36 19,-37 18,-37 18,-36
8668 0 20,-34 19,-34 19,-35 19,-36 19,-37 18,-37 18,-36 18,-35
8669 0 19,-34 19,-35 19,-36 19,-37 18,-37 18,-36 18,-35 17,-35
8670 0 19,-34 19,-35 19,-36 19,-37 18,-37 18,-36 18,-35 17,-35
8671 0 19,-33 19,-34 19,-35 19,-36 19,-37 18,-37 18,-36 18,-35
8672 0 19,-33 19,-34 19,-35 19,-36 19,-37 18,-37 18,-36 18,-35
8673 0 19,-33 19,-34 19,-35 19,-36 19,-37 18,-37 18,-36 18,-35
8674 0 19,-33 19,-34 19,-35 19,-36 19,-37 18,-37 18,-36 18,-35
8675 0 19,-32 19,-33 19,-34 19,-35 19,-36 19,-37 18,-37 18,-36
8676 0 19,-32 19,-33 19,-34 19,-35 19,-36 19,-37 18,-37 18,-36
8677 0 19,-33 19,-34 19,-35 19,-36 19,-37 18,-37 18,-36 17,-36
8678 0 20,-33 19,-33 19,-34 19,-35 19,-36 19,-37 18,-37 18,-36
8679 0 20,-33 19,-33 19,-34 19,-35 19,-36 19,-37 18,-37 18,-36
8680 0 20,-34 20,-33 19,-33 19,-34 19,-35 19,-36 19,-37 18,-37
8681 0 20,-34 20,-33 19,-33 19,-34 19,-35 19,-36 19,-37 18,-37
8682 0 20,-33 19,-33 19,-34 19,-35 19,-36 19,-37 18,-37 18,-36
8683 0 20,-32 20,-33 19,-33 19,-34 19,-35 19,-36 19,-37 18,-37
8684 0 20,-32 20,-33 19,-33 19,-34 19,-35 19,-36 19,-37 18,-37
8685 0 20,-32 20,-33 19,-33 19,-34 19,-35 19,-36 19,-37 18,-37
8686 0 20,-31 20,-32 20,-33 19,-33 19,-34 19,-35 19,-36 19,-37
8687 0 21,-31 20,-31 20,-32 20,-33 19,-33 19,-34 19,-35 19,-36
8688 0 21,-31 20,-31 20,-32 20,-33 19,-33 19,-34 19,-35 19,-36
8689 0 20,-31 20,-32 20,-33 19,-33 19,-34 19,-35 19,-36 19,-37
8690 0 20,-31 20,-32 20,-33 19,-33 19,-34 19,-35 19,-36 19,-37
8691 0 20,-32 20,-33 19,-33 19,-34 19,-35 19,-36 19,-37 19,-38
8692 0 20,-31 20,-32 20,-33 19,-33 19,-34 19,-35 19,-36 19,-37
8693 0 20,-32 20,-33 19,-33 19,-34 19,-35 19,-36 19,-37 18,-37
8694 0 20,-31 20,-32 20,-33 19,-33 19,-34 19,-35 19,-36 19,-37
8695 0 19,-31 20,-31 20,-32 20,-33 19,-33 19,-34 19,-35 19,-36
8696 0 20,-31 20,-32 20,-33 19,-33 19,-34 19,-35 19,-36 18,-36
8697 0 20,-30 20,-31 20,-32 20,-33 19,-33 19,-34 19,-35 19,-36
8698 0 20,-31 20,-32 20,-33 19,-33 19,-34 19,-35 19,-36 20,-36
8699 0 20,-31 20,-32 20,-33 19,-33 19,-34 19,-35 19,-36 20,-36
8700 0 19,-31 20,-31 20,-32 20,-33 19,-33 19,-34 19,-35 19,-36
8701 0 19,-31 20,-31 20,-32 20,-33 19,-33 19,-34 19,-35 19,-36
8702 0 20,-31 20,-32 20,-33 19,-33 19,-34 19,-35 19,-36 18,-36
8703 0 20,-30 20,-31 20,-32 20,-33 19,-33 19,-34 19,-35 19,-36
8704 0 20,-29 20,-30 20,-31 20,-32 20,-33 19,-33 19,-34 19,-35
8705 0 20,-29 20,-30 20,-31 20,-32 20,-33 19,-33 19,-34 19,-35
8706 0 21,-29 20,-29 20,-30 20,-31 20,-32 20,-33 19,-33 19,-34
8707 0 21,-29 20,-29 20,-30 20,-31 20,-32 20,-33 19,-33 19,-34
8708 0 22,-29 21,-29 20,-29 20,-30 20,-31 20,-32 20,-33 19,-33
8709 0 21,-29 20,-29 20,-30 20,-31 20,-32 20,-33 19,-33 19,-34
8710 0 20,-29 20,-30 20,-31 20,-32 20,-33 19,-33 19,-34 18,-34
8711 0 20,-29 20,-30 20,-31 20,-32 20,-33 19,-33 19,-34 18,-34
8712 0 20,-30 20,-31 20,-32 20,-33 19,-33 19,-34 18,-34 18,-35
8713 0 20,-30 20,-31 20,-32 20,-33 19,-33 19,-34 18,-34 18,-35
8714 0 20,-31 20,-32 20,-33 19,-33 19,-34 18,-34 18,-35 19,-35
8715 0 20,-32 20,-33 19,-33 19,-34 18,-34 18,-35 19,-35 20,-35
8716 0 20,-33 19,-33 19,-34 18,-34 18,-35 19,-35 20,-35 21,-35
8717 0 20,-33 19,-33 19,-34 18,-34 18,-35 19,-35 20,-35 21,-35
8718 0 19,-33 19,-34 18,-34 18,-35 19,-35 20,-35 21,-35 22,-35
8719 0 19,-34 18,-34 18,-35 19,-35 20,-35 21,-35 22,-35 23,-35
8720 0 19,-34 18,-34 18,-35 19,-35 20,-35 21,-35 22,-35 23,-35
8721 0 19,-34 18,-34 18,-35 19,-35 20,-35 21,-35 22,-35 23,-35
8722 0 19,-34 18,-34 18,-35 19,-35 20,-35 21,-35 22,-35 23,-35
8723 0 18,-34 18,-35 19,-35 20,-35 21,-35 22,-35 23,-35 24,-35
8724 0 18,-35 19,-35 20,-35 21,-35 22,-35 23,-35 24,-35 24,-36
8725 0 18,-35 19,-35 20,-35 21,-35 22,-35 23,-35 24,-35 24,-36
8726 0 19,-35 20,-35 21,-35 22,-35 23,-35 24,-35 24,-36 24,-37
8727 0 19,-35 20,-35 21,-35 22,-35 23,-35 24,-35 24,-36 24,-37
8728 0 19,-35 20,-35 21,-35 22,-35 23,-35 24,-35 24,-36 24,-37
8729 0 18,-35 19,-35 20,-35 21,-35 22,-35 23,-35 24,-35 24,-36
8730 0 17,-35 18,-35 19,-35 20,-35 21,-35 22,-35 23,-35 24,-35
8731 0 18,-35 19,-35 20,-35 21,-35 22,-35 23,-35 24,-35 24,-36
8732 0 19,-35 20,-35 21,-35 22,-35 23,-35 24,-35 24,-36 24,-37
8733 0 20,-35 21,-35 22,-35 23,-35 24,-35 24,-36 24,-37 25,-37
8734 0 20,-35 21,-35 22,-35 23,-35 24,-35 24,-36 24,-37 25,-37
8735 0 20,-36 20,-35 21,-35 22,-35 23,-35 24,-35 24,-36 24,-37
8736 0 20,-36 20,-35 21,-35 22,-35 23,-35 24,-35 24,-36 24,-37
8737 0 20,-36 20,-35 21,-35 22,-35 23,-35 24,-35 24,-36 24,-37
8738 0 20,-35 21,-35 22,-35 23,-35 24,-35 24,-36 24,-37 24,-38
8739 0 20,-35 21,-35 22,-35 23,-35 24,-35 24,-36 24,-37 24,-38
8740 0 20,-35 21,-35 22,-35 23,-35 24,-35 24,-36 24,-37 24,-38
8741 0 20,-36 20,-35 21,-35 22,-35 23,-35 24,-35 24,-36 24,-37
8742 0 20,-35 21,-35 22,-35 23,-35 24,-35 24,-36 24,-37 23,-37
8743 0 19,-35 20,-35 21,-35 22,-35 23,-35 24,-35 24,-36 24,-37
8744 0 19,-35 20,-35 21,-35 22,-35 23,-35 24,-35 24,-36 24,-37
8745 0 18,-35 19,-35 20,-35 21,-35 22,-35 23,-35 24,-35 24,-36
8746 0 19,-35 20,-35 21,-35 22,-35 23,-35 24,-35 24,-36 25,-36
8747 0 19,-36 19,-35 20,-35 21,-35 22,-35 23,-35 24,-35 24,-36
8748 0 19,-36 19,-35 20,-35 21,-35 22,-35 23,-35 24,-35 24,-36
8749 0 19,-36 19,-35 20,-35 21,-35 22,-35 23,-35 24,-35 24,-36
8750 0 19,-36 19,-35 20,-35 21,-35 22,-35 23,-35 24,-35 24,-36
8751 0 19,-36 19,-35 20,-35 21,-35 22,-35 23,-35 24,-35 24,-36
8752 0 19,-35 20,-35 21,-35 22,-35 23,-35 24,-35 24,-36 24,-37
8753 0 18,-35 19,-35 20,-35 21,-35 22,-35 23,-35 24,-35 24,-36
8754 0 19,-35 20,-35 21,-35 22,-35 23,-35 24,-35 24,-36 24,-37
8755 0 19,-34 19,-35 20,-35 21,-35 22,-35 23,-35 24,-35 24,-36
8756 0 19,-34 19,-35 20,-35 21,-35 22,-35 23,-35 24,-35 24,-36
8757 0 19,-34 19,-35 20,-35 21,-35 22,-35 23,-35 24,-35 24,-36
8758 0 19,-35 20,-35 21,-35 22,-35 23,-35 24,-35 24,-36 24,-37
8759 0 19,-35 20,-35 21,-35 22,-35 23,-35 24,-35 24,-36 24,-37
8760 0 18,-35 19,-35 20,-35 21,-35 22,-35 23,-35 24,-35 24,-36
8761 0 19,-35 20,-35 21,-35 22,-35 23,-35 24,-35 24,-36 25,-36
8762 0 19,-36 19,-35 20,-35 21,-35 22,-35 23,-35 24,-35 24,-36
8763 0 19,-35 20,-35 21,-35 22,-35 23,-35 24,-35 24,-36 23,-36
8764 0 18,-35 19,-35 20,-35 21,-35 22,-35 23,-35 24,-35 24,-36
8765 0 18,-35 19,-35 20,-35 21,-35 22,-35 23,-35 24,-35 24,-36
8766 0 18,-34 18,-35 19,-35 20,-35 21,-35 22,-35 23,-35 24,-35
8767 0 18,-33 18,-34 18,-35 19,-35 20,-35 21,-35 22,-35 23,-35
8768 0 18,-33 18,-34 18,-35 19,-35 20,-35 21,-35 22,-35 23,-35
8769 0 18,-32 18,-33 18,-34 18,-35 19,-35 20,-35 21,-35 22,-35
8770 0 19,-32 18,-32 18,-33 18,-34 18,-35 19,-35 20,-35 21,-35
8771 0 19,-32 18,-32 18,-33 18,-34 18,-35 19,-35 20,-35 21,-35
8772 0 18,-32 18,-33 18,-34 18,-35 19,-35 20,-35 21,-35 21,-34
8773 0 18,-33 18,-34 18,-35 19,-35 20,-35 21,-35 21,-34 21,-33
8774 0 18,-33 18,-34 18,-35 19,-35 20,-35 21,-35 21,-34 21,-33
8775 0 17,-33 18,-33 18,-34 18,-35 19,-35 20,-35 21,-35 21,-34
8776 0 16,-33 17,-33 18,-33 18,-34 18,-35 19,-35 20,-35 21,-35
8777 0 16,-33 17,-33 18,-33 18,-34 18,-35 19,-35 20,-35 21,-35
8778 0 15,-33 16,-33 17,-33 18,-33 18,-34 18,-35 19,-35 20,-35
8779 0 15,-33 16,-33 17,-33 18,-33 18,-34 18,-35 19,-35 20,-35
8780 0 15,-34 15,-33 16,-33 17,-33 18,-33 18,-34 18,-35 19,-35
8781 0 15,-33 16,-33 17,-33 18,-33 18,-34 18,-35 19,-35 19,-34
8782 0 14,-33 15,-33 16,-33 17,-33 18,-33 18,-34 18,-35 19,-35
8783 0 15,-33 16,-33 17,-33 18,-33 18,-34 18,-35 19,-35 20,-35
8784 0 15,-34 15,-33 16,-33 17,-33 18,-33 18,-34 18,-35 19,-35
8785 0 15,-33 16,-33 17,-33 18,-33 18,-34 18,-35 19,-35 19,-36
8786 0 15,-33 16,-33 17,-33 18,-33 18,-34 18,-35 19,-35 19,-36
8787 0 15,-33 16,-33 17,-33 18,-33 18,-34 18,-35 19,-35 19,-36
8788 0 15,-33 16,-33 17,-33 18,-33 18,-34 18,-35 19,-35 19,-36
8789 0 16,-33 17,-33 18,-33 18,-34 18,-35 19,-35 19,-36 18,-36
8790 0 16,-32 16,-33 17,-33 18,-33 18,-34 18,-35 19,-35 19,-36
8791 0 16,-31 16,-32 16,-33 17,-33 18,-33 18,-34 18,-35 19,-35
8792 0 16,-31 16,-32 16,-33 17,-33 18,-33 18,-34 18,-35 19,-35
8793 0 16,-30 16,-31 16,-32 16,-33 17,-33 18,-33 18,-34 18,-35
8794 0 16,-29 16,-30 16,-31 16,-32 16,-33 17,-33 18,-33 18,-34
8795 0 16,-30 16,-31 16,-32 16,-33 17,-33 18,-33 18,-34 18,-35
8796 0 17,-30 16,-30 16,-31 16,-32 16,-33 17,-33 18,-33 18,-34
8797 0 17,-29 17,-30 16,-30 16,-31 16,-32 16,-33 17,-33 18,-33
8798 0 17,-29 17,-30 16,-30 16,-31 16,-32 16,-33 17,-33 18,-33
8799 0 16,-29 17,-29 17,-30 16,-30 16,-31 16,-32 16,-33 17,-33
8800 0 17,-29 17,-30 16,-30 16,-31 16,-32 16,-33 17,-33 17,-34
8801 0 18,-29 17,-29 17,-30 16,-30 16,-31 16,-32 16,-33 17,-33
8802 0 17,-29 17,-30 16,-30 16,-31 16,-32 16,-33 17,-33 17,-32
8803 0 17,-29 17,-30 16,-30 16,-31 16,-32 16,-33 17,-33 17,-32
8804 0 17,-30 16,-30 16,-31 16,-32 16,-33 17,-33 17,-32 17,-31
8805 0 17,-30 16,-30 16,-31 16,-32 16,-33 17,-33 17,-32 17,-31
8806 0 16,-30 16,-31 16,-32 16,-33 17,-33 17,-32 17,-31 18,-31
8807 0 15,-30 16,-30 16,-31 16,-32 16,-33 17,-33 17,-32 17,-31
8808 0 15,-30 16,-30 16,-31 16,-32 16,-33 17,-33 17,-32 17,-31
8809 0 16,-30 16,-31 16,-32 16,-33 17,-33 17,-32 17,-31 18,-31
8810 0 16,-31 16,-32 16,-33 17,-33 17,-32 17,-31 18,-31 18,-32
8811 0 15,-31 16,-31 16,-32 16,-33 17,-33 17,-32 17,-31 18,-31
8812 0 14,-31 15,-31 16,-31 16,-32 16,-33 17,-33 17,-32 17,-31
8813 0 14,-31 15,-31 16,-31 16,-32 16,-33 17,-33 17,-32 17,-31
8814 0 13,-31 14,-31 15,-31 16,-31 16,-32 16,-33 17,-33 17,-32
8815 0 13,-31 14,-31 15,-31 16,-31 16,-32 16,-33 17,-33 17,-32
8816 0 12,-31 13,-31 14,-31 15,-31 16,-31 16,-32 16,-33 17,-33
8817 0 12,-31 13,-31 14,-31 15,-31 16,-31 16,-32 16,-33 17,-33
8818 0 12,-32 12,-31 13,-31 14,-31 15,-31 16,-31 16,-32 16,-33
8819 0 11,-32 12,-32 12,-31 13,-31 14,-31 15,-31 16,-31 16,-32
8820 0 11,-32 12,-32 12,-31 13,-31 14,-31 15,-31 16,-31 16,-32
8821 0 10,-32 11,-32 12,-32 12,-31 13,-31 14,-31 15,-31 16,-31
8822 0 11,-32 12,-32 12,-31 13,-31 14,-31 15,-31 16,-31 17,-31
8823 0 11,-33 11,-32 12,-32 12,-31 13,-31 14,-31 15,-31 16,-31
8824 0 11,-33 11,-32 12,-32 12,-31 13,-31 14,-31 15,-31 16,-31
8825 0 11,-32 12,-32 12,-31 13,-31 14,-31 15,-31 16,-31 17,-31
8826 0 11,-31 11,-32 12,-32 12,-31 13,-31 14,-31 15,-31 16,-31
8827 0 11,-31 11,-32 12,-32 12,-31 13,-31 14,-31 15,-31 16,-31
8828 0 11,-31 11,-32 12,-32 12,-31 13,-31 14,-31 15,-31 16,-31
8829 0 11,-30 11,-31 11,-32 12,-32 12,-31 13,-31 14,-31 15,-31
8830 0 11,-31 11,-32 12,-32 12,-31 13,-31 14,-31 15,-31 15,-32
8831 0 11,-31 11,-32 12,-32 12,-31 13,-31 14,-31 15,-31 15,-32
8832 0 11,-32 12,-32 12,-31 13,-31 14,-31 15,-31 15,-32 16,-32
8833 0 11,-33 11,-32 12,-32 12,-31 13,-31 14,-31 15,-31 15,-32
8834 0 11,-32 12,-32 12,-31 13,-31 14,-31 15,-31 15,-32 16,-32
8835 0 12,-32 12,-31 13,-31 14,-31 15,-31 15,-32 16,-32 17,-32
8836 0 12,-31 13,-31 14,-31 15,-31 15,-32 16,-32 17,-32 17,-31
8837 0 12,-31 13,-31 14,-31 15,-31 15,-32 16,-32 17,-32 17,-31
8838 0 12,-32 12,-31 13,-31 14,-31 15,-31 15,-32 16,-32 17,-32
8839 0 12,-31 13,-31 14,-31 15,-31 15,-32 16,-32 17,-32 18,-32
8840 0 13,-31 14,-31 15,-31 15,-32 16,-32 17,-32 18,-32 18,-31
8841 0 14,-31 15,-31 15,-32 16,-32 17,-32 18,-32 18,-31 17,-31
8842 0 15,-31 15,-32 16,-32 17,-32 18,-32 18,-31 17,-31 17,-30
8843 0 15,-31 15,-32 16,-32 17,-32 18,-32 18,-31 17,-31 17,-30
8844 0 15,-32 16,-32 17,-32 18,-32 18,-31 17,-31 17,-30 17,-29
8845 0 16,-32 17,-32 18,-32 18,-31 17,-31 17,-30 17,-29 16,-29
8846 0 16,-32 17,-32 18,-32 18,-31 17,-31 17,-30 17,-29 16,-29
8847 0 16,-32 17,-32 18,-32 18,-31 17,-31 17,-30 17,-29 16,-29
8848 0 15,-32 16,-32 17,-32 18,-32 18,-31 17,-31 17,-30 17,-29
8849 0 14,-32 15,-32 16,-32 17,-32 18,-32 18,-31 17,-31 17,-30
8850 0 14,-32 15,-32 16,-32 17,-32 18,-32 18,-31 17,-31 17,-30
8851 0 15,-32 16,-32 17,-32 18,-32 18,-31 17,-31 17,-30 16,-30
8852 0 15,-31 15,-32 16,-32 17,-32 18,-32 18,-31 17,-31 17,-30
8853 0 15,-31 15,-32 16,-32 17,-32 18,-32 18,-31 17,-31 17,-30
8854 0 16,-31 15,-31 15,-32 16,-32 17,-32 18,-32 18,-31 17,-31
8855 0 15,-31 15,-32 16,-32 17,-32 18,-32 18,-31 17,-31 17,-30
8856 0 15,-32 16,-32 17,-32 18,-32 18,-31 17,-31 17,-30 18,-30
8857 0 15,-31 15,-32 16,-32 17,-32 18,-32 18,-31 17,-31 17,-30
8858 0 15,-32 16,-32 17,-32 18,-32 18,-31 17,-31 17,-30 16,-30
8859 0 15,-33 15,-32 16,-32 17,-32 18,-32 18,-31 17,-31 17,-30
8860 0 14,-33 15,-33 15,-32 16,-32 17,-32 18,-32 18,-31 17,-31
8861 0 15,-33 15,-32 16,-32 17,-32 18,-32 18,-31 17,-31 16,-31
8862 0 15,-33 15,-32 16,-32 17,-32 18,-32 18,-31 17,-31 16,-31
8863 0 15,-33 15,-32 16,-32 17,-32 18,-32 18,-31 17,-31 16,-31
8864 0 15,-32 16,-32 17,-32 18,-32 18,-31 17,-31 16,-31 16,-30
8865 0 14,-32 15,-32 16,-32 17,-32 18,-32 18,-31 17,-31 16,-31
8866 0 14,-32 15,-32 16,-32 17,-32 18,-32 18,-31 17,-31 16,-31
8867 0 15,-32 16,-32 17,-32 18,-32 18,-31 17,-31 16,-31 16,-30
8868 0 14,-32 15,-32 16,-32 17,-32 18,-32 18,-31 17,-31 16,-31
8869 0 15,-32 16,-32 17,-32 18,-32 18,-31 17,-31 16,-31 15,-31
8870 0 16,-32 17,-32 18,-32 18,-31 17,-31 16,-31 15,-31 14,-31
8871 0 16,-32 17,-32 18,-32 18,-31 17,-31 16,-31 15,-31 14,-31
8872 0 16,-32 17,-32 18,-32 18,-31 17,-31 16,-31 15,-31 14,-31
8873 0 17,-32 18,-32 18,-31 17,-31 16,-31 15,-31 14,-31 14,-30
8874 0 16,-32 17,-32 18,-32 18,-31 17,-31 16,-31 15,-31 14,-31
8875 0 15,-32 16,-32 17,-32 18,-32 18,-31 17,-31 16,-31 15,-31
8876 0 15,-32 16,-32 17,-32 18,-32 18,-31 17,-31 16,-31 15,-31
8877 0 15,-32 16,-32 17,-32 18,-32 18,-31 17,-31 16,-31 15,-31
8878 0 15,-32 16,-32 17,-32 18,-32 18,-31 17,-31 16,-31 15,-31
8879 0 16,-32 17,-32 18,-32 18,-31 17,-31 16,-31 15,-31 15,-32
8880 0 16,-32 17,-32 18,-32 18,-31 17,-31 16,-31 15,-31 15,-32
8881 0 16,-33 16,-32 17,-32 18,-32 18,-31 17,-31 16,-31 15,-31
8882 0 16,-33 16,-32 17,-32 18,-32 18,-31 17,-31 16,-31 15,-31
8883 0 16,-32 17,-32 18,-32 18,-31 17,-31 16,-31 15,-31 15,-32
8884 0 16,-33 16,-32 17,-32 18,-32 18,-31 17,-31 16,-31 15,-31
8885 0 16,-32 17,-32 18,-32 18,-31 17,-31 16,-31 15,-31 15,-32
8886 0 17,-32 18,-32 18,-31 17,-31 16,-31 15,-31 15,-32 15,-33
8887 0 17,-32 18,-32 18,-31 17,-31 16,-31 15,-31 15,-32 15,-33
8888 0 17,-32 18,-32 18,-31 17,-31 16,-31 15,-31 15,-32 15,-33
8889 0 18,-32 18,-31 17,-31 16,-31 15,-31 15,-32 15,-33 16,-33
8890 0 18,-31 17,-31 16,-31 15,-31 15,-32 15,-33 16,-33 16,-32
8891 0 18,-31 17,-31 16,-31 15,-31 15,-32 15,-33 16,-33 16,-32
8892 0 18,-32 18,-31 17,-31 16,-31 15,-31 15,-32 15,-33 16,-33
8893 0 19,-32 18,-32 18,-31 17,-31 16,-31 15,-31 15,-32 15,-33
8894 0 18,-32 18,-31 17,-31 16,-31 15,-31 15,-32 15,-33 16,-33
8895 0 19,-32 18,-32 18,-31 17,-31 16,-31 15,-31 15,-32 15,-33
8896 0 19,-32 18,-32 18,-31 17,-31 16,-31 15,-31 15,-32 15,-33
8897 0 19,-33 19,-32 18,-32 18,-31 17,-31 16,-31 15,-31 15,-32
8898 0 19,-34 19,-33 19,-32 18,-32 18,-31 17,-31 16,-31 15,-31
8899 0 19,-33 19,-32 18,-32 18,-31 17,-31 16,-31 15,-31 15,-32
8900 0 19,-32 18,-32 18,-31 17,-31 16,-31 15,-31 15,-32 16,-32
8901 0 20,-32 19,-32 18,-32 18,-31 17,-31 16,-31 15,-31 15,-32
8902 0 19,-32 18,-32 18,-31 17,-31 16,-31 15,-31 15,-32 14,-32
8903 0 19,-31 19,-32 18,-32 18,-31 17,-31 16,-31 15,-31 15,-32
8904 0 19,-31 19,-32 18,-32 18,-31 17,-31 16,-31 15,-31 15,-32
8905 0 19,-31 19,-32 18,-32 18,-31 17,-31 16,-31 15,-31 15,-32
8906 0 19,-31 19,-32 18,-32 18,-31 17,-31 16,-31 15,-31 15,-32
8907 0 19,-31 19,-32 18,-32 18,-31 17,-31 16,-31 15,-31 15,-32
8908 0 20,-31 19,-31 19,-32 18,-32 18,-31 17,-31 16,-31 15,-31
8909 0 19,-31 19,-32 18,-32 18,-31 17,-31 16,-31 15,-31 14,-31
8910 0 19,-31 19,-32 18,-32 18,-31 17,-31 16,-31 15,-31 14,-31
8911 0 19,-32 18,-32 18,-31 17,-31 16,-31 15,-31 14,-31 13,-31
8912 0 19,-33 19,-32 18,-32 18,-31 17,-31 16,-31 15,-31 14,-31
8913 0 19,-32 18,-32 18,-31 17,-31 16,-31 15,-31 14,-31 13,-31
8914 0 19,-32 18,-32 18,-31 17,-31 16,-31 15,-31 14,-31 13,-31
8915 0 20,-32 19,-32 18,-32 18,-31 17,-31 16,-31 15,-31 14,-31
